method,b,N,F_c
MLE,0,200,0.9856545700523314
VAE,0,200,0.9439446994404138
MLE,1,200,0.9868233623345656
VAE,1,200,0.9467531440923808
MLE,2,200,0.9904852892067438
VAE,2,200,0.9434761814062551
MLE,3,200,0.9860590238348584
VAE,3,200,0.9531354245272661
MLE,4,200,0.9841281418418738
VAE,4,200,0.9400969657309505
MLE,5,200,0.9882810790574813
VAE,5,200,0.9519512020988792
MLE,6,200,0.9903458813399705
VAE,6,200,0.9531982138668703
MLE,7,200,0.9916147403878938
VAE,7,200,0.9535615796242927
MLE,8,200,0.9907311825853761
VAE,8,200,0.9472332978535719
MLE,9,200,0.9855646321791338
VAE,9,200,0.9425448202604891
MLE,10,200,0.9759079106030928
VAE,10,200,0.944783554360977
MLE,11,200,0.9831546660048287
VAE,11,200,0.9481222769741591
MLE,12,200,0.9868851144144315
VAE,12,200,0.9408590301499138
MLE,13,200,0.981669492322915
VAE,13,200,0.9363122480525203
MLE,14,200,0.9807920933025376
VAE,14,200,0.9463191454408493
MLE,15,200,0.9878213118593413
VAE,15,200,0.9476840463621496
MLE,16,200,0.9887141422806143
VAE,16,200,0.9471063586158632
MLE,17,200,0.9831700985957393
VAE,17,200,0.9386339915189197
MLE,18,200,0.9814184397866434
VAE,18,200,0.9453929498697895
MLE,19,200,0.981429414842705
VAE,19,200,0.9469294578750793
MLE,20,200,0.9812638861066826
VAE,20,200,0.9512463832371898
MLE,21,200,0.9837624602604289
VAE,21,200,0.9477423483915869
MLE,22,200,0.9747494107525704
VAE,22,200,0.9370980437811592
MLE,23,200,0.9843933483301219
VAE,23,200,0.944307698681124
MLE,24,200,0.9896878131371308
VAE,24,200,0.9577448853607535
MLE,25,200,0.9864889505724643
VAE,25,200,0.9493678647952163
MLE,26,200,0.9901757086205636
VAE,26,200,0.9562167712771595
MLE,27,200,0.9863005845134722
VAE,27,200,0.9547851273740156
MLE,28,200,0.9902341940930494
VAE,28,200,0.9505529410722425
MLE,29,200,0.985881747059123
VAE,29,200,0.9492505878941252
MLE,30,200,0.984428730913333
VAE,30,200,0.9438473096613837
MLE,31,200,0.9909201063542536
VAE,31,200,0.9554005948737566
MLE,32,200,0.9753725109282039
VAE,32,200,0.9431881761254982
MLE,33,200,0.9796158628176448
VAE,33,200,0.94335234715787
MLE,34,200,0.9911839975330413
VAE,34,200,0.9553928151046719
MLE,35,200,0.9830951191858257
VAE,35,200,0.9433797740837571
MLE,36,200,0.9899371466804538
VAE,36,200,0.9487151961717405
MLE,37,200,0.9846554223377045
VAE,37,200,0.9435483649776883
MLE,38,200,0.9723037276679571
VAE,38,200,0.9439371813277473
MLE,39,200,0.9776556652291362
VAE,39,200,0.944347768898551
MLE,40,200,0.9892734515979988
VAE,40,200,0.9509112973798794
MLE,41,200,0.9839760190392899
VAE,41,200,0.9441256111366165
MLE,42,200,0.9813516774190666
VAE,42,200,0.9527792279220384
MLE,43,200,0.9846990449614936
VAE,43,200,0.9432505335210521
MLE,44,200,0.9827746598276966
VAE,44,200,0.9443066320872643
MLE,45,200,0.9875453726779133
VAE,45,200,0.9414425375174521
MLE,46,200,0.9805405429922437
VAE,46,200,0.945177356808312
MLE,47,200,0.9859623396217515
VAE,47,200,0.9538021845198422
MLE,48,200,0.9876065192437903
VAE,48,200,0.9469751318443045
MLE,49,200,0.9832426898618287
VAE,49,200,0.9462705983168003
